"PaymentID";"CustomerID";"Amount";"Card_Number";"Card_Type";"Payment_Date";"Payment_Status";"Payment_Method"
"0d412a94-0a4e-4bc3-9af3-649f3efca444";"0f664614-9716-40da-95a8-08cc4d93d037";14.51;"4017950469144835";"visa";"2024-01-26 14:49:21";"2";"1fhic"
"0d975e2a-ec5e-41b6-8b4e-1f41c52e2b1f";"a03a310d-127c-4df9-a6dc-9a8b33f57ab4";221.59;"4826333794356351";"visa";"2024-10-12 02:06:33";"2";"1fhic"
"0e1b34c1-b146-49aa-b90b-d600a6f62961";"5fdfef60-47d3-4385-b74d-da57629dcf39";40.72;"5232781862177155";"mastercard";"2024-04-04 11:03:02";"2";"1fhic"
"0e3b7023-816a-4eea-893c-5c77d0680106";"60c6138e-03a1-48f1-8db9-288e18184ce3";97.95;"4769908488667";"visa";"2024-10-27 01:16:12";"2";"1fhic"
"0e7b177a-cfd3-4d34-a60d-e07abb12b887";"c84f242f-d41a-43dd-838f-576c5f553961";37.25;"4041373557305";"visa";"2024-09-11 12:25:52";"2";"1fhic"
"0ecc0871-f201-42c9-8111-b30e4de48ce1";"f44715e2-0f1c-41ab-bd8c-cf1aab922cfb";112.3;"372301422789794";"americanexpress";"2024-09-17 03:00:46";"2";"1fhic"
"0ee31bbd-acbe-47aa-87ab-0a3221e45982";"a1bd990b-35b9-45c4-89a5-2f6cd17cc948";163.45;"4041374165900";"visa";"2024-10-29 11:58:22";"1";"1fhic"
"0f467d2a-5734-4b1d-90a8-c03d040e3f43";"a783af86-bcef-4786-93d1-2c0ac6bf7464";148.85;"4041374446375";"visa";"2025-01-02 02:12:06";"2";"1fhic"
"0fa18323-5e08-4658-9594-b98603d8a14b";"53c1950b-ff05-40b2-a17c-a417dc2e69a1";152.92;"5048375876182774";"mastercard";"2024-12-09 18:31:23";"1";"1fhic"
"0ff10088-d85e-4c42-acb5-65636cededfc";"33106bc4-9e60-4f0b-88af-6fedf8b63a14";144.54;"337941099584194";"americanexpress";"2024-08-04 13:13:15";"2";"1fhic"
"0ff9a5f9-a999-4875-87d4-42fe71666f16";"41b736e4-f9ce-4da3-9a2b-6770c0bfe113";206.97;"372301429523865";"americanexpress";"2024-09-28 02:29:07";"3";"1fhic"
"0ffe47ab-d3fd-4799-a144-90363070f164";"ac6e8f3b-15da-4cab-816c-a769a41c4a85";105.23;"372301757214863";"americanexpress";"2024-02-27 13:39:01";"2";"1fhic"
"100812c6-5e4f-4650-8aab-9a389aec781f";"443eedc7-654a-422c-829f-aaeabb993dc5";215.45;"4017956343128928";"visa";"2024-02-12 14:54:47";"3";"1fhic"
"10726231-59a3-457d-a402-7914e7c2a5b2";"b8e22c91-04e5-4181-9b52-e291c9b478fb";230.31;"4041376760245";"visa";"2024-02-16 00:47:58";"1";"1fhic"
"1090128b-6b0b-4fec-ac64-d6437faaed76";"972e63db-15bb-4238-ab3c-e8e5fac563c0";160.08;"372301399248642";"americanexpress";"2024-10-05 15:04:57";"3";"1fhic"
"10d48147-840b-4193-ad90-e85997295dfb";"4d9584ba-7864-42cc-a4ed-6a7595bb4418";239.8;"4051264721555";"visa";"2024-10-04 02:43:55";"2";"1fhic"
"10ef3b81-d763-46a1-9d4e-dd760df650b8";"be0c05c0-e9dc-42df-bb8d-c2709a39e41c";90.28;"4352285173234";"visa";"2024-07-01 19:05:16";"1";"1fhic"
"10fe2afd-a622-4e75-aaea-55021cb9f84c";"54d73ea7-b0c4-424d-8834-d91fe701f18c";133.44;"5108759579763278";"mastercard";"2024-06-23 07:41:29";"3";"1fhic"
"116a23c4-6282-4bf5-b904-1812eeab01d7";"f9108993-2ca3-40e9-ba5d-3fdd7216b7bf";22.6;"5457056933318767";"mastercard";"2024-11-08 11:33:13";"2";"1fhic"
"116bf562-d6ad-45d1-86c5-5dd32e7db185";"59d299ef-80f4-40b1-95af-e46e42681bf3";25.64;"4739102942127345";"visa";"2024-04-18 13:55:22";"2";"1fhic"
"118abb52-e792-4e9b-a487-9d25068890f2";"123caed4-5964-4381-9605-a0fc6ec0a526";16.21;"346731049310801";"americanexpress";"2024-02-11 18:01:14";"2";"1fhic"
"12472ec3-d984-4093-894c-e7b78b43773b";"eaeaa0e9-6eec-47bf-82cb-2c157e8218cc";141.86;"4041593826324";"visa";"2024-04-02 13:42:22";"2";"1fhic"
"127cefe0-546d-4651-8e59-e6ed32006250";"da1dfab0-d447-4b3c-94fe-3ea2a679f084";203.23;"374288603694471";"americanexpress";"2024-09-29 14:03:44";"2";"1fhic"
"129d7594-bb4e-4990-9345-06b19c2d27e5";"9be7abdb-7e24-4a1c-be5e-afa6a134dd9c";184.43;"5108757442937251";"mastercard";"2024-10-30 14:25:20";"2";"1fhic"
"12b208b5-7e2d-4784-8c02-145b6a2e5974";"2a7a905f-b1bb-4723-a19f-a0bce479322f";234.23;"345005944044893";"americanexpress";"2024-08-13 01:52:57";"1";"1fhic"
"12b836f9-dfa6-4dbb-aea7-c348ceff5536";"d1c11e72-9d64-4e30-a586-443cc1698220";204.66;"5.26025E+15";"mastercard";"2024-04-23 02:59:19";"2";"1fhic"
"12bac62e-3be5-4ef7-92e2-9ad427a8be8d";"7264ef6d-5b0a-4b6e-9007-d9d677516fc2";237.1;"5100149914851723";"mastercard";"2024-08-17 22:32:31";"2";"1fhic"
"1352694d-9f82-4f2f-aff6-cb7769cead32";"88b0f564-c3c5-48ee-9444-dd2046fc1363";134.05;"4017954753576611";"visa";"2024-04-12 00:12:22";"2";"1fhic"
"137876a5-6de4-4567-8549-b325fd270940";"6f572a47-6a6f-47a6-869f-ae6c372383df";97.25;"5259614270540219";"mastercard";"2024-05-16 12:38:04";"3";"1fhic"
"139c7f1b-e5e7-4794-9350-0ca2bbd9eb1e";"fb9c08a2-a258-4856-add8-48af9b3bcdb1";18.85;"5007661690481792";"mastercard";"2024-08-22 03:00:31";"2";"1fhic"
"13cbf9bd-8ede-4e7f-a382-99aad5ebff29";"b5f19457-8655-4753-bbd1-ba88f7aa9b0c";184.07;"4017954067091224";"visa";"2024-07-01 07:51:04";"1";"1fhic"
"13eedcad-453d-4163-acc7-538c44ad414c";"2681da35-f391-42e2-a60c-05acc7acaab2";135.93;"5108751698436217";"mastercard";"2024-04-02 12:22:49";"2";"1fhic"
"143ad34a-e263-4fea-8be5-524a7c7938bd";"92e0fa45-a3e2-4732-a2ed-4c947bef66ab";229.01;"4017951182765";"visa";"2024-06-25 03:22:54";"3";"1fhic"
"1443756d-1c37-404b-87d2-1788033a9a1e";"1db3d21e-e86b-4078-8fb5-0b874e5cff26";28.04;"4017952629632";"visa";"2024-07-06 09:41:31";"3";"1fhic"
"146d2645-aa0e-43b7-8ea0-0ed74093373a";"8afc42c3-3d0d-4d6d-b0cb-da2dfb1f8b35";18.97;"374283731695490";"americanexpress";"2024-05-11 10:44:16";"2";"1fhic"
"15b1839c-80b1-4b2d-bf4e-3f6f82fd281b";"a1d32f41-5ce9-412e-b0cf-61dbcd76ca78";199.11;"4041595216725657";"visa";"2024-12-21 01:32:50";"3";"1fhic"
"15d7870e-0f96-4698-bdbd-eef8058e913b";"eaaaf83f-8154-4c20-8ed0-85696cc8c4fa";101.22;"5100131249234478";"mastercard";"2024-10-01 07:03:41";"2";"1fhic"
"160bcd24-6770-4ad9-9e6f-dc82fc1b8d7a";"3367209e-28ff-408c-b258-ddf2cc1b2515";131.98;"5007667994333969";"mastercard";"2024-04-12 09:40:44";"2";"1fhic"
"160f7820-970e-4137-b0dd-43039d1c04ab";"73aefaea-213d-4e79-b886-76f6f57b38a6";205.67;"4262886971042269";"visa";"2024-09-07 18:00:36";"2";"1fhic"
"162f0240-f65d-470b-93ed-7b06e41d90a5";"9597c051-a077-44e2-9b23-c69cb13740ae";15.78;"5299449576168031";"mastercard";"2024-12-27 14:26:33";"2";"1fhic"
"164442bc-45f7-4a2f-8bcd-edf1f8ce4e81";"e99f619c-2f42-4efd-b8fb-7ad7f11ef120";200.55;"4209719002778526";"visa";"2024-10-14 20:30:16";"2";"1fhic"
"1650e9ac-2476-4f4b-a2fa-d1ccfbe94854";"48d29566-f262-4973-9e74-ef3787613f15";15.21;"5007666971385448";"mastercard";"2024-06-02 16:37:25";"2";"1fhic"
"1651490a-a2a7-45b8-86df-f93d9a87421a";"123caed4-5964-4381-9605-a0fc6ec0a526";99.47;"4362051376987449";"visa";"2024-01-17 12:16:42";"1";"1fhic"
"1660a5c5-29ba-48c3-9a30-52e8565c0831";"d2989fb2-9bae-40a5-af7d-318e61038065";101.02;"5108075422484701";"mastercard";"2024-04-15 08:06:17";"1";"1fhic"
"16ab7e94-a4eb-4db7-b3f7-13c026c02195";"3d570b5f-c2c9-4fdc-a62a-f56a22b24d67";31.28;"4041598725786";"visa";"2024-10-01 05:14:01";"3";"1fhic"
"16ff3637-929e-4d87-a97c-c4f34d634428";"ad90dc87-3e85-4e0c-a151-560480220db9";201.04;"337941351230452";"americanexpress";"2024-07-13 06:37:02";"3";"1fhic"
"173a07e4-1a81-4411-8231-7c5b4e4b68d2";"02f724c4-5895-49a3-95a1-53ef8066aec2";124.88;"5497915698893359";"mastercard";"2024-08-29 22:04:19";"3";"1fhic"
"18c98110-75ff-4199-a8c3-113cd3b6c624";"03c7666b-5e6a-4278-ae75-36d112b428c7";126.01;"5100130043437568";"mastercard";"2024-06-20 16:43:37";"2";"1fhic"
"18e00be8-037a-46f7-b3de-581e70dce8f4";"3278c4c4-1d1b-48ca-878b-a25f40404da5";158.25;"5555202847868247";"mastercard";"2024-11-27 21:17:43";"2";"1fhic"
"19b0d293-169b-4e62-a912-c87affb2e5ad";"b1ee20d1-3f0c-49cd-bf39-90a20560a956";155.02;"346619599493715";"americanexpress";"2024-07-13 06:45:23";"2";"1fhic"
"19f72a96-cc64-4799-b02e-644f0ffc8bb6";"00b635c0-01a5-4d4a-8bb3-06b58819376e";118.08;"4690172145850";"visa";"2024-05-12 15:02:33";"2";"1fhic"
"1a5bd22f-0079-4055-a6e2-55136209a259";"35a0da1a-bfbf-4117-a65d-ca6ed6e3e6b1";41.97;"4759036049748535";"visa";"2024-04-24 19:27:23";"2";"1fhic"
"1a601170-c22c-4fc4-b74b-6be0cc76ca63";"4992bb57-1fc9-4acc-a75c-7f69a522b7e7";187.13;"5007665872668902";"mastercard";"2024-04-12 17:08:31";"3";"1fhic"
"1afb4ad8-a977-45da-9687-290330239576";"4995bbdd-0d71-4164-8945-7650c039f4c6";43.93;"374283667801674";"americanexpress";"2024-10-23 18:42:04";"1";"1fhic"
"1b1bbb7e-a6df-4633-9ff9-d17d84048379";"b709b5f2-f6e2-41ed-bbd2-5b6b81f7218d";155.62;"5.01013E+15";"mastercard";"2024-01-19 19:55:58";"1";"1fhic"
"1b232cc6-469f-429f-970a-bc8feabe4d8d";"ad90dc87-3e85-4e0c-a151-560480220db9";124.3;"5048371391584875";"mastercard";"2024-03-18 01:15:02";"2";"1fhic"
"1b7ce743-11fd-41c2-8d94-f024292d19fd";"19c81a75-5020-4543-8a0f-4bec09ab4907";216.33;"4017950810233873";"visa";"2024-12-02 11:27:18";"1";"1fhic"
"1c81cad0-6481-40b4-8241-0060345ea826";"5f10ecbd-bcc2-418f-abc6-2a6febbf8400";167.38;"5281704142903745";"mastercard";"2024-02-04 00:43:36";"2";"1fhic"
"1cd2046e-a717-451c-83c2-c64cab67ab08";"34524461-8ae3-48d7-bed9-2db360e698f7";90.87;"374622299359538";"americanexpress";"2024-11-16 18:51:47";"3";"1fhic"
"1cdfe4f2-ee45-48de-ac5b-fc0aca3b1f58";"39a12d58-10b3-46d4-948a-ff2fbeadb0b4";29.25;"5010129104757335";"mastercard";"2024-06-05 19:21:44";"3";"1fhic"
"1d812627-26d6-42c6-aa9e-d8aa1807fb55";"4c5e3ee9-00a0-4809-a10d-060737a7258a";228.16;"374288336053136";"americanexpress";"2024-08-25 12:14:39";"3";"1fhic"
"1d980a4b-0691-4b95-a038-e02a43688564";"8f02bef2-614a-404b-a053-25cc9ea7fdb5";16.14;"4041372767657";"visa";"2024-07-02 12:41:36";"1";"1fhic"
"1de11c6a-5fe8-4853-b95e-8078330f612b";"1c9a3c17-90b0-4717-8646-7ce607ba4d42";144.13;"4041370382553238";"visa";"2024-07-10 02:06:28";"3";"1fhic"
"1df3be96-3369-40ea-9bad-60817f919704";"65578c93-dafa-4018-a6a8-3366c60a5395";126.98;"372301347148928";"americanexpress";"2024-02-14 09:48:37";"2";"1fhic"
"1e12364f-a9de-41d4-bb45-8b1d6c6d5d8d";"d0cb245f-d8a0-4539-922d-dd0fef762b6d";51.3;"4017956382964";"visa";"2024-02-25 13:37:19";"2";"1fhic"
"1e2a8353-7665-4637-8fa9-947a6d16f14d";"05dc7806-9121-4203-8c52-71c1e16e891d";31.13;"4041371233438";"visa";"2024-01-17 09:54:12";"2";"1fhic"
"1e65f75e-4d2a-4ee0-9f30-b1e69686f84a";"b1ee20d1-3f0c-49cd-bf39-90a20560a956";226.84;"374687266100462";"americanexpress";"2024-03-18 14:50:20";"3";"1fhic"
"1e805e32-02d2-4a19-87b9-0c1804e42f36";"c87fdec4-dc71-49da-815b-53f6178b1075";106.39;"4041374594661";"visa";"2024-11-28 11:19:16";"2";"1fhic"
"1ea036b4-cd8b-4e95-b626-85aa6ff2cc6e";"cb6f9cde-7adf-41c8-8a01-f56dd62ec3e9";28.51;"337941372358720";"americanexpress";"2024-08-23 03:56:12";"2";"1fhic"
"1f10cae9-f79c-4319-b990-2565fb74f043";"d1ad3b48-2ed2-4176-b798-523b53294352";82.85;"348858843586951";"americanexpress";"2024-07-14 14:59:26";"2";"1fhic"
"1f195c71-38b5-45a3-aeb7-79a13641f8ae";"32b5f06f-9d12-44e0-90b7-6ab2e12e884d";227.85;"372301937810564";"americanexpress";"2024-04-16 11:54:12";"3";"1fhic"
"1f67140c-5ce0-4793-8472-39debe267779";"8415fd4b-5781-425e-b750-b30744a96250";61.35;"4017957589369";"visa";"2024-08-12 06:38:31";"2";"1fhic"
"1f78bdb2-62c2-4e89-ab20-c204f653be9d";"2bef4b96-71a6-4337-9388-c4ea025f3a3f";90.16;"4530572948463";"visa";"2024-10-07 11:20:10";"2";"1fhic"
"20a8dca0-9bf7-47ef-a87b-9c95c9200dc7";"c3c987c6-fab9-4e3f-8b07-58772635e602";65.14;"372301808766648";"americanexpress";"2024-06-05 02:39:17";"3";"1fhic"
"20acc368-0b78-43e2-b261-80c2697803cb";"75694fc8-ce69-42af-bc94-6a604e90839c";28.02;"4017957696511";"visa";"2024-07-28 02:43:50";"2";"1fhic"
"20f9bbba-3d12-4015-9c39-bd6bf89a335e";"b9564078-e2d5-4388-be86-bcca2ac753e7";247.67;"4790587468257185";"visa";"2024-02-27 06:59:47";"2";"1fhic"
"2124a2dd-0b1b-4be3-b159-dd9401b7e362";"2f17a1d6-dc63-4e8d-8bec-fe8078b7aa5d";54.07;"374972822514384";"americanexpress";"2024-04-07 17:55:21";"2";"1fhic"
"2158641e-b412-4f88-9e9f-68abb525b0c2";"e2ea03ce-02ae-419a-982d-d9498c9885e0";229.38;"374283418389466";"americanexpress";"2024-01-28 16:50:34";"1";"1fhic"
"21f51c91-0301-4828-be8e-9ebfe2f8f656";"ce9b2237-9e0a-4090-b244-4547a1bda3b3";50.06;"4068317477225";"visa";"2024-09-05 17:52:39";"2";"1fhic"
"2206ad50-81ad-46c1-acc2-a3e937446430";"8d9652b0-3e64-4bc2-a637-867b0dbadf1f";84.94;"5.10018E+15";"mastercard";"2024-04-11 15:24:17";"2";"1fhic"
"223e29c1-f04c-4513-9c28-7340edd4709c";"947ab48d-8c53-497b-9a17-e3af56932bde";210.72;"4041590900189";"visa";"2024-10-27 23:38:23";"2";"1fhic"
"230a308e-cf53-459b-9420-52e89f7bb2c7";"89e33c72-cc67-40bb-84e8-c24bee4126d3";196.5;"372301085107524";"americanexpress";"2024-02-15 22:48:19";"2";"1fhic"
"238a1569-51b9-4be3-a34b-8b4289b1180e";"51c98ac4-ffcc-4b19-8ecb-0878af691c0a";120.04;"5108759163858898";"mastercard";"2024-09-14 07:22:35";"2";"1fhic"
"23d0821c-c7c0-49ea-bc72-576b902f421e";"75e68c62-ee11-4696-823b-c1b664717279";38.15;"4041370025966292";"visa";"2024-06-29 02:49:38";"2";"1fhic"
"23efb08c-b817-4c37-9529-45b95254f262";"1a36dad4-7223-433f-8cd9-5b6f6238ed9a";83.97;"5100175323315877";"mastercard";"2024-11-22 04:16:00";"3";"1fhic"
"244d7a71-f9d8-4247-a911-75e3c6f425cf";"98b34353-07e2-475b-b284-93c932fcab70";137.17;"4041378016998992";"visa";"2024-11-23 07:44:52";"3";"1fhic"
"2474be8c-69f1-4bf4-b480-8b499df6edec";"efce7e53-9a16-4046-90b0-218028dd54d4";194.78;"4041376175139887";"visa";"2024-01-10 20:54:56";"2";"1fhic"
"24fd537c-9eba-4c4c-aeb9-db02335fbcff";"04c6feca-417f-4ed8-8c32-2908ba105390";55.08;"372301981592795";"americanexpress";"2024-09-19 03:14:03";"2";"1fhic"
"2505148e-1f89-4d62-9336-d1233fb0385f";"3b1f19bf-cebc-4014-8428-04e00962775a";154.05;"4041374526317";"visa";"2024-05-21 12:09:40";"2";"1fhic"
