"EmployeeID";"OfficeID";"First_Name";"Last_Name";"Email";"ManagerID";"Hire_Date";"Department";"AddressID";"Salary"
"21cc27aa-1cc3-48a5-b9fa-abc032ca68bf";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Ellery";"Quogan";"equogan6i@umn.edu";"30629676-56c4-4acc-aae0-962b49fbbd47";"2024-11-08 13:42:50";"IT";"d4e32561-cf41-4e2d-b53b-62407e50e236";"115913.66"
"22f28680-8187-421d-9a30-5663d38b9203";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Gilbertine";"O'Driscole";"godriscole74@oracle.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-01-16 04:21:29";"Finance";"66b3df4f-b82d-4fc8-bef6-61e16747e5a4";"67652.35"
"235f8db3-06ec-4054-a9e8-6df452017357";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Pancho";"Blockley";"pblockley4m@ebay.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-03-03 20:45:06";"Finance";"daa3896e-dc50-41cf-b567-ad3ce4018092";"106828.85"
"238bc886-4a75-455c-a087-1fa512592110";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Carole";"Polsin";"cpolsin55@instagram.com";"21b3daa8-899c-4120-adb5-a9da59e27224";"2024-06-11 14:07:08";"Marketing";"1cc980e1-a37a-4665-b624-26e5ac859f82";"121253.4"
"23bc3e04-dd32-41d0-b6d1-221642611e9a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Raviv";"Frisel";"rfriseli@msn.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-01-22 20:49:39";"HR";"e43ca03a-cb77-49d2-b7d4-3edecbb36e95";"55885.65"
"2488a2dc-0ea1-4d73-baf3-4bf2f58d9151";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Jackie";"Speariett";"jspeariett2s@de.vu";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-12-04 21:39:37";"HR";"303052e9-30fa-43da-a47c-c1fce35f8265";"132557.93"
"24aeea15-8f25-4a44-94cd-08331d90ef1a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Coralie";"Wilmut";"cwilmut4s@amazon.co.jp";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-03-11 12:18:48";"HR";"b3bd6817-a31a-4f64-949e-11fd0f254021";"58163.33"
"24ba9c26-501e-4d3b-b907-774175029ecd";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Rhodie";"Brazil";"rbrazil5u@icq.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-11-14 21:21:30";"HR";"77f46bd1-d063-40fc-978b-fc09b10655bc";"52360.77"
"25a2c7c9-b987-4625-bb5f-7e78dc98edb4";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Addy";"Ashworth";"aashworth8@berkeley.edu";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-01-07 11:29:20";"HR";"5425f024-7de5-4ebd-a1cd-f7f95206f004";"62488.93"
"25a5b584-4911-49df-b547-3c8c14d55923";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Adelaide";"Southey";"asouthey2x@ftc.gov";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-03-04 23:10:09";"HR";"62f3198b-fd2e-474b-842a-b50271d1b3bf";"79142.8"
"26fef65e-e575-47c1-b80c-893c301fb2cd";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Paloma";"Coger";"pcoger3l@oracle.com";"21b3daa8-899c-4120-adb5-a9da59e27225";"2024-03-10 22:13:48";"Marketing";"4b0ab05c-8bc9-4593-9c3d-a552e2c32d60";"100143.15"
"271bcb5a-16a0-4be3-aa05-bdc5deaa532b";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Madeline";"Kilkenny";"mkilkenny2p@slashdot.org";"21b3daa8-899c-4120-adb5-a9da59e27226";"2024-07-20 23:29:02";"Marketing";"2c5be731-77f0-470c-b5c1-4c39cbab4f30";"68042.14"
"27cfd17f-7f4a-4640-9127-5706eee3e5b7";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Clive";"Betke";"cbetke56@bing.com";"21b3daa8-899c-4120-adb5-a9da59e27227";"2024-04-07 11:31:56";"Marketing";"b3248d54-6f13-4eac-982c-4a468bb44d7d";"117590.72"
"27ebc02b-ba46-49ec-bc5e-5a429e7f2961";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Morganica";"Dunstone";"mdunstone3i@dyndns.org";"21b3daa8-899c-4120-adb5-a9da59e27228";"2024-03-15 01:34:24";"Marketing";"2383267c-aea9-4dc0-92a1-c4ffbd889898";"41559.57"
"2831a2aa-5450-434e-9c26-3d4f51194edd";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Coralie";"Robertis";"crobertisn@clickbank.net";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-05-24 17:30:28";"HR";"792376b8-e80a-4879-a5fc-011529668a28";"104531.33"
"2966edc8-9147-43cf-b79d-d87d55b3fe3f";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Andi";"Goodsal";"agoodsal7w@google.com.hk";"21b3daa8-899c-4120-adb5-a9da59e27229";"2024-02-25 13:47:44";"Marketing";"92e7cae2-6d22-441d-bdff-f498f1753523";"80508.14"
"298791c1-9dd5-48ff-924e-b8ba45686c78";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Grier";"Mendes";"gmendes7b@scribd.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-08-15 05:11:06";"Finance";"6c1872c1-eeb0-4248-b1c2-c74a060a2713";"67918.79"
"2a77ed3d-4184-4a36-a8d0-886cca85edee";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Will";"Greenwood";"wgreenwood1u@buzzfeed.com";"21b3daa8-899c-4120-adb5-a9da59e27230";"2024-05-19 05:17:08";"Marketing";"5960e8fa-7012-41a8-8a50-2cb3f95ea6d2";"100909.63"
"2b8af5af-2ca9-428c-b1c1-88a4e0a251fb";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Alfonso";"Gavrieli";"agavrielio@blogtalkradio.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-12-21 06:02:51";"Finance";"5358949e-97af-432c-87bb-870cf174dcbe";"140051.74"
"2d669b4e-aab1-483d-9a11-67398bd5d88b";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Tania";"Kolyagin";"tkolyagin67@sina.com.cn";"30629676-56c4-4acc-aae0-962b49fbbd48";"2024-05-24 10:59:08";"IT";"2cc2e8e8-f051-4646-8eb3-683b80415f5b";"122204.61"
"2ef28c9c-980d-4960-86d5-071376303d84";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Fergus";"Drissell";"fdrissell20@biglobe.ne.jp";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-01-24 22:47:20";"HR";"6b09c6d4-69ac-4338-a27b-c3a4ff2e2188";"145277.43"
"2fb89df3-023f-44d2-9e76-efa45758bac4";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Ashley";"Elvey";"aelvey41@bloglovin.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-12-22 23:51:26";"HR";"c1f8e3cb-7aaf-4ce7-99a0-b43fbc109d05";"113294.68"
"30629676-56c4-4acc-aae0-962b49fbbd46";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Lonni";"Seyffert";"lseyffert80@uiuc.edu";"30629676-56c4-4acc-aae0-962b49fbbd49";"2024-04-27 08:40:07";"IT";"c1032bee-a194-4dde-a3f4-57b76587c5b5";"46693.29"
"3106beb0-0f08-4d54-8b04-1d49c56abf85";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Tanitansy";"Harcus";"tharcus2m@comcast.net";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-10-10 14:48:51";"HR";"70681891-25d3-464a-bbe1-87e4682c7f10";"99047.54"
"3111e8c8-ff77-4b40-a762-052eab3da360";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Biddy";"Lowther";"blowther6@rediff.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-11-21 05:31:36";"Finance";"461ca831-f4bb-4a5b-b70e-4abe5c3f31fb";"142490.93"
"32e6938d-7fc9-4c65-85a5-9c54fede008c";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Tabby";"Galbreth";"tgalbreth1b@github.com";"30629676-56c4-4acc-aae0-962b49fbbd50";"2024-04-22 10:09:19";"IT";"276ca696-7178-4a6b-bd49-0a47c3901c88";"100144.26"
"343599d2-6502-4466-b632-ea1327d71153";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Deonne";"Medd";"dmedd43@g.co";"30629676-56c4-4acc-aae0-962b49fbbd51";"2024-08-17 15:39:01";"IT";"c75c3774-fcd9-48b2-ad15-099b8e9cd7dc";"55963.38"
"34f520c2-3f94-4dbd-94a6-878773efdb6f";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Pietra";"Wardhaw";"pwardhaw6y@biblegateway.com";"30629676-56c4-4acc-aae0-962b49fbbd52";"2024-05-05 00:28:01";"IT";"e18de374-5437-4c39-a43e-e7d31b4e7a5b";"83019.04"
"355c43ba-bca9-4607-b638-e17a78bf2b0f";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Meris";"Goatman";"mgoatman4c@nature.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-02-02 10:25:16";"Finance";"f2bfa2a3-9b1d-4a5f-93d6-17f0c32e4a78";"99405.94"
"364734d2-ad69-44ed-841d-879eb8553d05";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Saundra";"de Werk";"sdewerk26@zdnet.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-12-04 04:51:15";"HR";"cd10090d-d605-4a4f-b3df-7dda13d1f2be";"130917.29"
"3720a737-7ab6-42ce-b887-339eddd6b07f";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Vaughan";"Dovinson";"vdovinson16@wired.com";"21b3daa8-899c-4120-adb5-a9da59e27231";"2024-04-18 04:57:58";"Marketing";"e63c45b0-f09b-4719-aac1-827e4fe2a05c";"148872.72"
"37e93152-8002-48c5-b0fa-cda8010c3ca1";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Clementius";"Tukely";"ctukely36@tiny.cc";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-11-11 13:39:19";"HR";"5eda5a72-df87-40be-9f11-a96784e4cf8e";"38211.06"
"3802136c-a07c-4d05-9c7e-16316d32a8f6";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Alden";"Gley";"agley1c@squidoo.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-05-29 12:23:56";"Finance";"894148a9-4741-44ac-b232-0c0ee1e181b2";"111296.17"
"38f5a368-37d6-4ca7-b5aa-e7751843f316";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Noam";"Frisch";"nfrisch76@gizmodo.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-07-19 21:33:16";"HR";"2da38a0a-067d-4a21-afd5-a8d2958863ce";"145029.88"
"3a8f6839-f6e6-4049-915c-94df013e5e8a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Emmi";"Bolver";"ebolver6d@list-manage.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-02-06 06:02:01";"Finance";"124b37ce-a3ab-46fb-86c8-e3d016e0251d";"142719.94"
"3cbe7a4b-5633-48fc-bcf5-d166d5566cca";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Uriel";"Esler";"uesler85@va.gov";"21b3daa8-899c-4120-adb5-a9da59e27232";"2024-09-30 23:47:54";"Marketing";"7edad6f7-4cf6-404e-822f-1d59dd1f2074";"144508.24"
"3e1da848-33d8-48f6-ae85-35b24b4daa19";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Luke";"Milmore";"lmilmore6q@smh.com.au";"30629676-56c4-4acc-aae0-962b49fbbd53";"2024-09-08 23:59:56";"IT";"802a25eb-b793-4ca6-9486-3f4b064ec901";"146371.24"
"3f116f36-a8ef-4d9a-8962-51753fdf8819";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Rockwell";"Olczak";"rolczak7e@yahoo.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-09-07 14:29:55";"Finance";"a16c343f-1073-4957-97cb-b4784ad4d8b7";"134745.79"
"3fe6138d-533f-4afb-9a4f-4a7bf2a0f21a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Derrick";"Sclanders";"dsclanders47@spiegel.de";"30629676-56c4-4acc-aae0-962b49fbbd54";"2024-05-24 05:16:10";"IT";"5e5ec6fd-4367-4923-81cb-80151dfc5ab3";"51916.88"
"40e5ea74-100a-46e7-b5eb-1010012ddc76";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Burty";"Symson";"bsymson4g@furl.net";"21b3daa8-899c-4120-adb5-a9da59e27233";"2024-08-30 14:28:33";"Marketing";"ee5ff802-ced2-4aa3-9874-57465477d6ca";"80929.5"
"41aeec9b-ef1d-4177-aa76-449a165233d9";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Towney";"Rivel";"trivel1y@angelfire.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-06-19 10:39:08";"Finance";"681297a9-1d1a-4210-aaa6-c935e1089264";"88050.74"
"423578b3-b8ce-412c-88e9-8b3fd1186394";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Salim";"Pughe";"spughe82@a8.net";"30629676-56c4-4acc-aae0-962b49fbbd55";"2024-12-29 02:54:24";"IT";"bae3e149-3b1f-4ec1-bb68-bcb2fc88f03c";"87295.05"
"436d1965-bfb1-4a7d-9336-3cbdbdb7d244";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Cass";"Bruton";"cbrunton3g@wufoo.com";"c8be0545-f49f-4d13-8167-c313bb0a9bd6";"2024-02-09 22:27:11";"Sales";"2621752d-12c7-4b97-9d90-ccc2380b1d18";"35365.28"
"45035528-6d0b-4ea7-a73a-f129db891a99";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Katya";"Thompson";"kthompson3f@unicef.org";"30629676-56c4-4acc-aae0-962b49fbbd56";"2024-06-05 07:24:23";"IT";"f4c3e780-6270-47c4-935e-44b327c45caa";"86084.62"
"45f24bdd-cf31-4729-a63d-2f519700fbe4";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Janean";"Joselevitch";"jjoselevitch65@posterous.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-03-18 06:20:59";"HR";"3f129c11-1789-4b8a-a8c9-d1b55f836d3e";"148559.16"
"4ac3dd59-57b0-465d-8bb0-70a9e65912ed";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Leroi";"Toop";"ltoop2@fema.gov";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-06-15 13:52:28";"Finance";"2940012c-6015-4688-905e-17366c36777c";"56804.11"
"4bb59b9a-5529-4d9d-b5dc-986c0a6e997c";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Iggy";"Hillett";"ihillett3v@cpanel.net";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-12-14 09:59:08";"HR";"fac8f098-d90b-4dbd-8c93-8313386d7eb8";"133826.36"
"4c90a5bf-4212-4b83-b564-c7e949ea8559";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Demetre";"Izhakov";"dizhakovl@google.pl";"30629676-56c4-4acc-aae0-962b49fbbd57";"2024-05-31 23:59:33";"IT";"1d213777-12aa-4437-a360-5da37688364c";"35172.41"
"4f91a987-1771-4a79-90ef-f28c15990bbb";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Didi";"Kupker";"dkupker71@mapquest.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-02-25 12:31:54";"HR";"175aaead-bc85-4355-bb5d-fb597e6fda57";"50507.27"
"4f9f8b35-cdfa-457b-9383-981166c1d71f";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Gaston";"Blaby";"gblaby3d@apache.org";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-04-08 09:29:14";"HR";"3b421565-4077-4842-9e54-f038c0cb863a";"138413.15"
"50b16f77-c6fe-4e5d-b2d4-b5c1a177e9b2";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Ilysa";"De la Barre";"idelabarre84@usatoday.com";"30629676-56c4-4acc-aae0-962b49fbbd58";"2024-05-04 01:01:22";"IT";"9ab50414-c0ed-46c6-a920-a26b2a7ae006";"37874.68"
"53602b3b-e660-4807-8824-2a6613da9cae";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Winni";"Springett";"wspringett1t@usda.gov";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-10-18 16:26:12";"HR";"ef8c070a-6a94-438d-a151-147de679a778";"99589.53"
"588103bf-8b2f-41a5-8ec2-9ed38a34dc39";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Prince";"Marsh";"pmarsh88@flickr.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-02-20 00:31:16";"Finance";"1abd17e0-cced-4987-a6b8-6759e4d95bd8";"109077.35"
